contract,profile_id,sample_id,target,moon_policy,moon_elongation_deg,moon_candidate_nature,mercury_policy,special_aspect_scale,normalization_divisor,jhora_value_virupa,candidate_value_virupa,signed_residual_virupa,absolute_residual_virupa,pass_fail,notes
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,case_8_event_start,SATURN,bright_half,101.347671324,benefic,current,0.0,4.0,0.270000000,0.270000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,case_8_event_start,SUN,bright_half,101.347671324,benefic,current,0.0,4.0,0.730000000,0.802500000,-0.072500000,0.072500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,case_8_event_start,VENUS,bright_half,101.347671324,benefic,current,0.0,4.0,-2.070000000,-2.065000000,-0.005000000,0.005000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,JUPITER,bright_half,119.809107968,benefic,current,0.0,4.0,11.670000000,11.667500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,MARS,bright_half,119.809107968,benefic,current,0.0,4.0,2.590000000,2.590000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,MERCURY,bright_half,119.809107968,benefic,current,0.0,4.0,-3.030000000,-3.027500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,MOON,bright_half,119.809107968,benefic,current,0.0,4.0,-12.420000000,-9.030000000,-3.390000000,3.390000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,SATURN,bright_half,119.809107968,benefic,current,0.0,4.0,-0.230000000,-4.137500000,3.907500000,3.907500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,SUN,bright_half,119.809107968,benefic,current,0.0,4.0,-4.160000000,-4.157500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_current_mercury_no_range_special,gann_reference_tokyo,VENUS,bright_half,119.809107968,benefic,current,0.0,4.0,2.400000000,0.482500000,1.917500000,1.917500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,JUPITER,bright_half,213.371359621,benefic,benefic,0.0,4.0,10.280000000,12.085000000,-1.805000000,1.805000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,MARS,bright_half,213.371359621,benefic,benefic,0.0,4.0,17.230000000,17.230000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,MERCURY,bright_half,213.371359621,benefic,benefic,0.0,4.0,-4.330000000,-0.602500000,-3.727500000,3.727500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,MOON,bright_half,213.371359621,benefic,benefic,0.0,4.0,-0.610000000,10.357500000,-10.967500000,10.967500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,SATURN,bright_half,213.371359621,benefic,benefic,0.0,4.0,3.450000000,5.127500000,-1.677500000,1.677500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,SUN,bright_half,213.371359621,benefic,benefic,0.0,4.0,-12.450000000,-2.740000000,-9.710000000,9.710000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_103_event_start,VENUS,bright_half,213.371359621,benefic,benefic,0.0,4.0,3.450000000,3.735000000,-0.285000000,0.285000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,JUPITER,bright_half,21.762886868,malefic,benefic,0.0,4.0,-6.510000000,-5.382500000,-1.127500000,1.127500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,MARS,bright_half,21.762886868,malefic,benefic,0.0,4.0,-8.480000000,5.792500000,-14.272500000,14.272500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,MERCURY,bright_half,21.762886868,malefic,benefic,0.0,4.0,-14.260000000,-5.072500000,-9.187500000,9.187500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,MOON,bright_half,21.762886868,malefic,benefic,0.0,4.0,-5.720000000,-5.382500000,-0.337500000,0.337500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,SATURN,bright_half,21.762886868,malefic,benefic,0.0,4.0,-14.130000000,-10.370000000,-3.760000000,3.760000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,SUN,bright_half,21.762886868,malefic,benefic,0.0,4.0,-13.570000000,-5.067500000,-8.502500000,8.502500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_127_sr_touch_start,VENUS,bright_half,21.762886868,malefic,benefic,0.0,4.0,-7.450000000,-7.450000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,JUPITER,bright_half,74.583992626,malefic,benefic,0.0,4.0,-16.300000000,3.860000000,-20.160000000,20.160000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,MARS,bright_half,74.583992626,malefic,benefic,0.0,4.0,-16.630000000,-0.915000000,-15.715000000,15.715000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,MERCURY,bright_half,74.583992626,malefic,benefic,0.0,4.0,-8.710000000,-8.710000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,MOON,bright_half,74.583992626,malefic,benefic,0.0,4.0,-18.270000000,3.847500000,-22.117500000,22.117500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,SATURN,bright_half,74.583992626,malefic,benefic,0.0,4.0,-9.030000000,-9.030000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,SUN,bright_half,74.583992626,malefic,benefic,0.0,4.0,-6.590000000,-6.587500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_43_event_start,VENUS,bright_half,74.583992626,malefic,benefic,0.0,4.0,-8.840000000,-8.842500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,JUPITER,bright_half,101.347671324,benefic,benefic,0.0,4.0,-23.680000000,-9.210000000,-14.470000000,14.470000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,MARS,bright_half,101.347671324,benefic,benefic,0.0,4.0,-14.110000000,5.292500000,-19.402500000,19.402500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,MERCURY,bright_half,101.347671324,benefic,benefic,0.0,4.0,-1.470000000,-1.467500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,MOON,bright_half,101.347671324,benefic,benefic,0.0,4.0,-21.390000000,-2.290000000,-19.100000000,19.100000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,SATURN,bright_half,101.347671324,benefic,benefic,0.0,4.0,0.270000000,0.270000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,SUN,bright_half,101.347671324,benefic,benefic,0.0,4.0,0.730000000,0.802500000,-0.072500000,0.072500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,case_8_event_start,VENUS,bright_half,101.347671324,benefic,benefic,0.0,4.0,-2.070000000,-2.065000000,-0.005000000,0.005000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,JUPITER,bright_half,119.809107968,benefic,benefic,0.0,4.0,11.670000000,11.707500000,-0.037500000,0.037500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,MARS,bright_half,119.809107968,benefic,benefic,0.0,4.0,2.590000000,2.590000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,MERCURY,bright_half,119.809107968,benefic,benefic,0.0,4.0,-3.030000000,-3.027500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,MOON,bright_half,119.809107968,benefic,benefic,0.0,4.0,-12.420000000,8.235000000,-20.655000000,20.655000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,SATURN,bright_half,119.809107968,benefic,benefic,0.0,4.0,-0.230000000,11.342500000,-11.572500000,11.572500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,SUN,bright_half,119.809107968,benefic,benefic,0.0,4.0,-4.160000000,-4.157500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_benefic_mercury_no_range_special,gann_reference_tokyo,VENUS,bright_half,119.809107968,benefic,benefic,0.0,4.0,2.400000000,2.362500000,0.037500000,0.037500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,JUPITER,bright_half,213.371359621,benefic,malefic,0.0,4.0,10.280000000,8.275000000,2.005000000,2.005000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,MARS,bright_half,213.371359621,benefic,malefic,0.0,4.0,17.230000000,-4.405000000,21.635000000,21.635000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,MERCURY,bright_half,213.371359621,benefic,malefic,0.0,4.0,-4.330000000,-0.602500000,-3.727500000,3.727500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,MOON,bright_half,213.371359621,benefic,malefic,0.0,4.0,-0.610000000,-7.317500000,6.707500000,6.707500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,SATURN,bright_half,213.371359621,benefic,malefic,0.0,4.0,3.450000000,5.127500000,-1.677500000,1.677500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,SUN,bright_half,213.371359621,benefic,malefic,0.0,4.0,-12.450000000,-2.740000000,-9.710000000,9.710000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_103_event_start,VENUS,bright_half,213.371359621,benefic,malefic,0.0,4.0,3.450000000,3.735000000,-0.285000000,0.285000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,JUPITER,bright_half,21.762886868,malefic,malefic,0.0,4.0,-6.510000000,-5.382500000,-1.127500000,1.127500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,MARS,bright_half,21.762886868,malefic,malefic,0.0,4.0,-8.480000000,-8.482500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,MERCURY,bright_half,21.762886868,malefic,malefic,0.0,4.0,-14.260000000,-5.072500000,-9.187500000,9.187500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,MOON,bright_half,21.762886868,malefic,malefic,0.0,4.0,-5.720000000,-5.382500000,-0.337500000,0.337500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,SATURN,bright_half,21.762886868,malefic,malefic,0.0,4.0,-14.130000000,-11.745000000,-2.385000000,2.385000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,SUN,bright_half,21.762886868,malefic,malefic,0.0,4.0,-13.570000000,-5.067500000,-8.502500000,8.502500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_127_sr_touch_start,VENUS,bright_half,21.762886868,malefic,malefic,0.0,4.0,-7.450000000,-7.450000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,JUPITER,bright_half,74.583992626,malefic,malefic,0.0,4.0,-16.300000000,-13.145000000,-3.155000000,3.155000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,MARS,bright_half,74.583992626,malefic,malefic,0.0,4.0,-16.630000000,-16.625000000,-0.005000000,0.005000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,MERCURY,bright_half,74.583992626,malefic,malefic,0.0,4.0,-8.710000000,-8.710000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,MOON,bright_half,74.583992626,malefic,malefic,0.0,4.0,-18.270000000,-18.272500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,SATURN,bright_half,74.583992626,malefic,malefic,0.0,4.0,-9.030000000,-9.030000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,SUN,bright_half,74.583992626,malefic,malefic,0.0,4.0,-6.590000000,-6.587500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_43_event_start,VENUS,bright_half,74.583992626,malefic,malefic,0.0,4.0,-8.840000000,-8.842500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,JUPITER,bright_half,101.347671324,benefic,malefic,0.0,4.0,-23.680000000,-20.445000000,-3.235000000,3.235000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,MARS,bright_half,101.347671324,benefic,malefic,0.0,4.0,-14.110000000,-14.107500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,MERCURY,bright_half,101.347671324,benefic,malefic,0.0,4.0,-1.470000000,-1.467500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,MOON,bright_half,101.347671324,benefic,malefic,0.0,4.0,-21.390000000,-21.395000000,0.005000000,0.005000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,SATURN,bright_half,101.347671324,benefic,malefic,0.0,4.0,0.270000000,0.270000000,-0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,SUN,bright_half,101.347671324,benefic,malefic,0.0,4.0,0.730000000,0.802500000,-0.072500000,0.072500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,case_8_event_start,VENUS,bright_half,101.347671324,benefic,malefic,0.0,4.0,-2.070000000,-2.065000000,-0.005000000,0.005000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,JUPITER,bright_half,119.809107968,benefic,malefic,0.0,4.0,11.670000000,11.667500000,0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,MARS,bright_half,119.809107968,benefic,malefic,0.0,4.0,2.590000000,2.590000000,0.000000000,0.000000000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,MERCURY,bright_half,119.809107968,benefic,malefic,0.0,4.0,-3.030000000,-3.027500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,MOON,bright_half,119.809107968,benefic,malefic,0.0,4.0,-12.420000000,-9.030000000,-3.390000000,3.390000000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,SATURN,bright_half,119.809107968,benefic,malefic,0.0,4.0,-0.230000000,-4.137500000,3.907500000,3.907500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,SUN,bright_half,119.809107968,benefic,malefic,0.0,4.0,-4.160000000,-4.157500000,-0.002500000,0.002500000,pass,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
GANN_JHORA_DOCTRINE_RECONCILIATION_V1,bright_half_moon_malefic_mercury_no_range_special,gann_reference_tokyo,VENUS,bright_half,119.809107968,benefic,malefic,0.0,4.0,2.400000000,0.482500000,1.917500000,1.917500000,fail,Sensitivity profile only. It cannot replace production Drik without an explicit doctrine decision.
